Site,Site Code,Site Num,State,Date,Time,Mussel #,Shell Length,Height,Girth,Shell wt,SA,Shell thk,notes,A vs. P,Max thk 1/3,Min thk 1/3,Ave thk 1/3
Cape Arago,ARA,6,OR,2019,2019,284,69.91,30.42,10.78,6.3345,1772.35546,3.57405732,,A,1.66,0.828,1.244
Cape Arago,ARA,6,OR,2019,2019,285,84.37,31.64,14.65,13.3222,2323.91476,5.73265432,,A,2.72,1.141,1.9305
Cape Arago,ARA,6,OR,2019,2019,286,69.03,27.15,10.99,6.8067,1601.02182,4.25147235,,A,1.79,0.916,1.353
Cape Arago,ARA,6,OR,2019,2019,287,80.22,29.1,12.52,10.5305,2037.72047,5.16778436,,A,1.776,1.32,1.548
Cape Arago,ARA,6,OR,2019,2019,288,110.55,43.16,17.03,24.4092,4032.84406,6.052602,,A,2.996,1.644,2.32
Cape Arago,ARA,6,OR,2019,2019,289,72.44,31.74,11.52,7.9019,1933.92796,4.08593296,,A,1.624,0.916,1.27
Cape Arago,ARA,6,OR,2019,2019,290,82.75,31.68,13.93,12.503,2293.09529,5.45245548,,A,2.778,1.199,1.9885
Cape Arago,ARA,6,OR,2019,2019,291,112.79,42.29,16.13,23.0658,4029.6248,5.7240565,,A,2.407,1.115,1.761
Cape Arago,ARA,6,OR,2019,2019,292,75.68,29.48,11.9,8.5064,1895.48425,4.48771865,,A,1.675,0.753,1.214
Cape Arago,ARA,6,OR,2019,2019,293,53.32,22.28,8.16,2.6755,1026.12786,2.60737487,,A,1.161,0.691,0.926
Cape Arago,ARA,6,OR,2019,2019,294,53.82,24.43,9.6,3.985,1121.71164,3.55260645,,A,1.902,0.806,1.354
Cape Arago,ARA,6,OR,2019,2019,295,70.95,28.38,12.07,9.2355,1747.95355,5.28360722,,A,2.583,1.217,1.9
Cape Arago,ARA,6,OR,2019,2019,296,94.44,38.53,14.02,15.6132,3069.45436,5.08663696,,A,2.595,1.476,2.0355
Cape Arago,ARA,6,OR,2019,2019,297,138.01,47.67,27.26,59.7117,5993.04199,9.96350437,,A,4.375,2.29,3.3325
Van Damme,VD,4,CA,2019,2019,298,80.24,34.19,13.87,11.8642,2329.59979,5.09280609,,A,2.567,1.1,1.8335
Van Damme,VD,4,CA,2019,2019,299,64.73,31.72,11.55,6.7444,1728.88781,3.90100501,,A,1.489,0.948,1.2185
Van Damme,VD,4,CA,2019,2019,300,65.95,28.94,10.61,5.6633,1599.96068,3.53964949,,A,1.501,0.958,1.2295
Van Damme,VD,4,CA,2019,2019,301,80.81,33.88,11.76,8.9596,2280.27768,3.9291706,,A,1.571,1.006,1.2885
Van Damme,VD,4,CA,2019,2019,302,67.41,30.95,10.6,7.0847,1732.55965,4.08915214,,A,1.957,0.732,1.3445
Van Damme,VD,4,CA,2019,2019,303,71.78,31.12,11.8,7.6626,1876.05467,4.08442256,,A,2.135,0.93,1.5325
Van Damme,VD,4,CA,2019,2019,304,101.07,40.75,15.86,21.0659,3491.07771,6.03421113,,A,2.285,1.444,1.8645
Van Damme,VD,4,CA,2019,2019,305,69.58,32.57,10.98,7.0816,1878.43353,3.76994973,,A,1.913,0.89,1.4015
Van Damme,VD,4,CA,2019,2019,306,70.07,32.86,11.45,6.6296,1922.26935,3.4488403,,A,1.381,0.769,1.075
Van Damme,VD,4,CA,2019,2019,307,63.5,28.7,11.12,4.7199,1544.34448,3.05624817,,A,1.277,0.81,1.0435
Van Damme,VD,4,CA,2019,2019,308,76.41,33.93,12.51,9.4375,2169.6787,4.34972239,,A,1.941,0.885,1.413
Van Damme,VD,4,CA,2019,2019,309,81.7,36.39,13.37,10.8609,2487.43106,4.36631196,,A,1.913,1.012,1.4625
Van Damme,VD,4,CA,2019,2019,310,72.52,31.33,13.33,9.042,1950.02342,4.63686738,,A,2.958,1.147,2.0525
Van Damme,VD,4,CA,2019,2019,311,91.43,35.57,18.23,18.093,2851.86448,6.34427062,,A,1.401,3.027,2.214
Van Damme,VD,4,CA,2019,2019,312,114.03,44.79,19.57,27.8462,4348.09438,6.40423081,,A,2.538,1.109,1.8235
Van Damme,VD,4,CA,2019,2019,313,67.11,32.19,13,7.1623,1828.99195,3.91598224,,A,2.006,0.874,1.44
Van Damme,VD,4,CA,2019,2019,314,101.31,40.84,15.87,20.4095,3505.032,5.82291403,,A,2.374,1.002,1.688
Van Damme,VD,4,CA,2019,2019,315,61.54,26.88,11.98,5.3958,1399.59213,3.85526603,,A,2.292,0.842,1.567
Van Damme,VD,4,CA,2019,2019,316,101.59,43.33,15.99,19.4425,3655.93018,5.31807203,,A,1.93,1.13,1.53
Van Damme,VD,4,CA,2019,2019,317,67.32,31.99,10.32,6.2245,1761.63029,3.53337476,,A,1.812,1.053,1.4325
Van Damme,VD,4,CA,2019,2019,318,115.16,43.93,20.66,29.6904,4371.8096,6.79132961,,A,1.967,1.34,1.6535
Van Damme,VD,4,CA,2019,2019,319,88.31,39.51,15.11,16.1202,2923.3762,5.5142407,,A,2.803,1.435,2.119
Van Damme,VD,4,CA,2019,2019,320,62.17,28.54,8.5,4.0394,1468.09008,2.75146604,,A,1.129,0.669,0.899
Van Damme,VD,4,CA,2019,2019,321,70.89,31.17,12.04,7.8572,1844.82963,4.25903828,,A,1.432,0.881,1.1565
Van Damme,VD,4,CA,2019,2019,322,90.51,37.5,14.98,16.7997,2868.4731,5.85666988,,A,2.812,1.043,1.9275
Van Damme,VD,4,CA,2019,2019,323,82.61,38.09,14.18,11.5843,2645.68325,4.37856648,,A,1.864,1.12,1.492
Van Damme,VD,4,CA,2019,2019,324,89.14,38.27,13.6,12.5329,2855.30821,4.38933351,,A,2.323,1.198,1.7605
Van Damme,VD,4,CA,2019,2019,325,55.2,29.6,9.47,3.9197,1345.21496,2.91380939,,A,1.236,0.759,0.9975
Van Damme,VD,4,CA,2019,2019,326,57.46,28.09,9.41,4.3319,1351.09335,3.20621814,,A,1.399,0.902,1.1505
Van Damme,VD,4,CA,2019,2019,327,64.56,31.44,10.93,6.3187,1692.73715,3.73283,,A,1.659,1.028,1.3435
Van Damme,VD,4,CA,2019,2019,328,51.94,24.08,8.08,3.0133,1046.76867,2.87866849,,A,1.541,0.904,1.2225
Van Damme,VD,4,CA,2019,2019,329,63.07,25.67,12.34,7.9985,1425.64473,5.61044407,,A,1.894,1.204,1.549
Van Damme,VD,4,CA,2019,2019,330,67.52,30.55,13.77,7.7057,1794.40297,4.29429739,,A,1.675,0.661,1.168
Van Damme,VD,4,CA,2019,2019,331,103.75,44.03,19.07,27.9367,3917.24825,7.13171548,,A,4.645,1.567,3.106
Van Damme,VD,4,CA,2019,2019,332,64.38,30.65,9.94,5.2572,1631.77728,3.22176321,,A,1.404,0.865,1.1345
Van Damme,VD,4,CA,2019,2019,333,76.18,33.34,13.19,10.0279,2140.78821,4.68420928,,A,2.341,1.053,1.697
Van Damme,VD,4,CA,2019,2019,334,82.83,36.57,13.82,11.2881,2488.54086,4.53603161,,A,2.04,0.89,1.465
Van Damme,VD,4,CA,2019,2019,335,145.67,55.1,24.76,74.9495,6860.57212,10.924672,,A,4.45,1.56,3.005
Van Damme,VD,4,CA,2019,2019,336,60.75,30.84,11.23,6.9215,1576.27825,4.39103947,,A,2.195,1.11,1.6525
Van Damme,VD,4,CA,2019,2019,337,64.55,28.82,10.43,6.6706,1550.01845,4.30356168,,A,1.985,1,1.4925
Van Damme,VD,4,CA,2019,2019,338,82.63,34.56,15.07,12.3881,2491.64912,4.97184773,,A,2.046,1.157,1.6015
Van Damme,VD,4,CA,2019,2019,339,61.12,31.18,10.21,4.9516,1565.44997,3.16305222,,A,1.462,0.986,1.224
Van Damme,VD,4,CA,2019,2019,340,78.48,32.64,14.14,11.1509,2237.28585,4.98411948,,A,1.861,0.903,1.382
Van Damme,VD,4,CA,2019,2019,341,94.05,42.76,16.59,15.4104,3408.05363,4.52175983,,A,1.954,1.141,1.5475
Van Damme,VD,4,CA,2019,2019,342,157.8,54.26,31.09,79.9182,7801.79359,10.2435676,,A,4.815,1.271,3.043
Van Damme,VD,4,CA,2019,2019,343,61.48,29.76,10.96,5.1045,1549.77781,3.29369795,,A,1.574,1.004,1.289
Van Damme,VD,4,CA,2019,2019,344,92.76,33.32,16.45,16.0947,2698.95791,5.96330159,,A,2.505,1.307,1.906
Van Damme,VD,4,CA,2019,2019,345,134.96,48.58,24.56,55.8879,5739.42309,9.73754664,,A,3.984,1.778,2.881
Van Damme,VD,4,CA,2019,2019,346,54.62,26.38,8.89,3.5903,1201.67788,2.98773911,,A,1.416,0.811,1.1135
Van Damme,VD,4,CA,2019,2019,347,66.63,29.01,10.73,4.8953,1631.15817,3.00111914,,A,1.153,0.77,0.9615
Van Damme,VD,4,CA,2019,2019,348,79.28,34.81,12.08,9.4385,2294.60384,4.1133462,,A,1.671,0.939,1.305
Van Damme,VD,4,CA,2019,2019,349,97.52,43.05,16.89,19.3335,3490.25857,5.53927441,,A,2.886,1.43,2.158
Van Damme,VD,4,CA,2019,2019,350,61.38,29.65,11.19,5.2466,1534.98484,3.41801422,,A,1.667,0.906,1.2865
Van Damme,VD,4,CA,2019,2019,351,78.99,31.25,14.33,11.9513,2153.19231,5.55050282,,A,1.878,1.106,1.492
Van Damme,VD,4,CA,2019,2019,352,112.02,47.11,21.17,30.1407,4621.1185,6.52238197,,A,3.189,1.442,2.3155
Van Damme,VD,4,CA,2019,2019,353,53.06,25.47,9.59,3.5048,1139.85465,3.07477799,,A,1.641,0.602,1.1215
Van Damme,VD,4,CA,2019,2019,354,63.27,28.5,10.9,5.7101,1532.00286,3.72721236,,A,1.677,0.984,1.3305
Van Damme,VD,4,CA,2019,2019,355,88.68,37.6,14.13,12.3317,2808.84993,4.39030219,,A,1.872,0.961,1.4165
Van Damme,VD,4,CA,2019,2019,356,54.11,25.12,9.22,3.5683,1138.44523,3.13436246,,A,1.434,0.838,1.136
Van Damme,VD,4,CA,2019,2019,357,65.21,31.27,10.76,7.7225,1691.20217,4.56627844,,A,2.149,1.186,1.6675
Van Damme,VD,4,CA,2019,2019,358,82.29,39.68,13.95,12.6265,2704.13484,4.66933076,,A,2.176,1.003,1.5895
Van Damme,VD,4,CA,2019,2019,359,52.25,26.81,9.12,3.3803,1161.95112,2.90915853,,A,1.266,0.822,1.044
Van Damme,VD,4,CA,2019,2019,360,70.65,29.73,11.27,6.3657,1776.49197,3.58329793,,A,1.611,0.917,1.264
Van Damme,VD,4,CA,2019,2019,361,100.6,39.97,16.92,20.0097,3391.59925,5.89978313,,A,2.643,1.447,2.045
Van Damme,VD,4,CA,2019,2019,362,55.32,25.58,10.18,4.1231,1227.2773,3.35955045,,A,1.783,0.857,1.32
Van Damme,VD,4,CA,2019,2019,363,58.97,27.99,10.47,4.839,1391.57061,3.47736576,,A,2.069,0.992,1.5305
Van Damme,VD,4,CA,2019,2019,364,98.33,42.51,15.24,16.5727,3490.79565,4.7475423,,A,1.835,1.305,1.57
Van Damme,VD,4,CA,2019,2019,365,55.62,28.54,8.93,3.7562,1317.72625,2.85051619,,A,1.259,0.849,1.054
Van Damme,VD,4,CA,2019,2019,366,68.89,31.98,11.25,6.9886,1841.95984,3.79411095,,A,1.818,1.044,1.431
Van Damme,VD,4,CA,2019,2019,367,102.11,42.6,17.41,23.9994,3706.28554,6.47532407,,A,2.78,1.361,2.0705
Van Damme,VD,4,CA,2019,2019,368,89.44,37.91,13.72,12.2459,2785.46236,4.39636169,,A,1.893,0.754,1.3235
Van Damme,VD,4,CA,2019,2019,369,95.63,42.24,15.11,16.4441,3358.84798,4.89575595,,A,1.992,1.099,1.5455
Van Damme,VD,4,CA,2019,2019,370,59.23,26.67,8.59,4.1285,1320.49734,3.12647355,,A,1.698,0.934,1.316
Van Damme,VD,4,CA,2019,2019,371,84.03,33.13,13.94,10.0326,2368.76238,4.23537628,,A,2.29,0.981,1.6355
Van Damme,VD,4,CA,2019,2019,372,52.22,25.49,9.2,3.2325,1117.05946,2.89375823,,A,1.261,0.88,1.0705
Van Damme,VD,4,CA,2019,2019,373,59.75,27.66,9.4,3.8939,1397.82313,2.78568863,,A,1.305,0.768,1.0365
Van Damme,VD,4,CA,2019,2019,374,85.56,41,12.11,11.0392,2872.33833,3.84327984,,A,2.06,0.93,1.495
Van Damme,VD,4,CA,2019,2019,375,115.82,47.71,19.56,29.9186,4721.60818,6.33652748,,A,2.071,1.42,1.7455
Van Damme,VD,4,CA,2019,2019,376,76.69,34.75,14.69,9.813,2260.80174,4.3404956,,A,2.31,0.916,1.613
Van Damme,VD,4,CA,2019,2019,377,95.55,38.08,15.16,15.099,3049.34438,4.95155618,,A,1.618,0.843,1.2305
Van Damme,VD,4,CA,2019,2019,378,55.16,27.15,9.67,3.5106,1263.61544,2.77821867,,A,1.166,0.624,0.895
Van Damme,VD,4,CA,2019,2019,379,76.34,33.29,13.05,7.8048,2149.71223,3.63062549,,A,1.743,0.695,1.219
Van Damme,VD,4,CA,2019,2019,380,97.63,41.07,16.76,19.9383,3437.78978,5.79974382,,A,2.083,1.084,1.5835
Van Damme,VD,4,CA,2019,2019,381,55.31,24.09,7.53,2.7481,1101.78519,2.49422485,,A,1.021,0.67,0.8455
Van Damme,VD,4,CA,2019,2019,382,75.2,33.27,14.1,9.3291,2131.1252,4.37754666,,A,1.445,0.91,1.1775
Van Damme,VD,4,CA,2019,2019,383,107.64,44.95,18.73,22.0566,4099.77554,5.37995307,,A,2.181,1.387,1.784
Van Damme,VD,4,CA,2019,2019,384,52.68,24.18,8.78,3.6046,1061.32355,3.39632528,,A,1.674,0.907,1.2905
Van Damme,VD,4,CA,2019,2019,385,76.91,30.78,12.54,8.1401,2045.70539,3.97911646,,A,1.956,0.915,1.4355
Van Damme,VD,4,CA,2019,2019,386,105.98,37.88,20.78,26.8077,3581.36425,7.48533189,,A,2.913,1.648,2.2805
Van Damme,VD,4,CA,2019,2019,387,72.48,31.28,12.14,7.6416,1919.86085,3.98028848,,A,2.012,1.059,1.5355
Van Damme,VD,4,CA,2019,2019,388,73.38,32.57,11.19,6.5644,1993.50497,3.29289372,,A,1.311,0.87,1.0905
Van Damme,VD,4,CA,2019,2019,389,126.23,39.87,22.16,43.8414,4572.60385,9.5878413,,A,3.902,1.596,2.749
Van Damme,VD,4,CA,2019,2019,390,83.47,34.72,13.5,9.8595,2443.77175,4.03454209,,A,1.484,0.778,1.131
Van Damme,VD,4,CA,2019,2019,391,101.26,41.24,17.75,19.9359,3585.97005,5.55941621,,A,2.478,1.026,1.752
Van Damme,VD,4,CA,2019,2019,392,66.41,30.16,11.55,6.4667,1699.32819,3.80544503,,A,1.445,0.988,1.2165
Van Damme,VD,4,CA,2019,2019,393,97.63,36.83,15.57,15.6966,3072.24264,5.10916677,,A,2.175,1.111,1.643
Van Damme,VD,4,CA,2019,2019,394,118.89,53.7,20.46,33.6824,5458.44919,6.1706904,,A,2.788,1.56,2.174
Van Damme,VD,4,CA,2019,2019,395,56.52,26.58,9.89,4.173,1259.71238,3.31266094,,A,1.4,0.953,1.1765
Van Damme,VD,4,CA,2019,2019,396,59.95,28.45,11.7,6.0216,1450.7323,4.15073132,,A,2.264,1.01,1.637
Van Damme,VD,4,CA,2019,2019,397,75.07,35.98,13.32,9.0814,2296.21093,3.95495025,,A,1.794,1.149,1.4715
Van Damme,VD,4,CA,2019,2019,398,105.69,42.29,19.42,23.7897,3857.23289,6.16755604,,A,2.311,1.391,1.851
Van Damme,VD,4,CA,2019,2019,399,55.9,26.36,9.04,3.7386,1231.06415,3.0368848,,A,1.216,0.728,0.972
Van Damme,VD,4,CA,2019,2019,400,76.23,34.73,11.82,8.378,2236.23074,3.7464828,,A,2.039,0.907,1.473
Van Damme,VD,4,CA,2019,2019,401,110.22,42.46,17.79,22.1633,3973.12437,5.57830511,,A,2.633,1.111,1.872
Bodega Head,BH,3,CA,2019,2019,402,94.4,40.08,16.29,16.4394,3226.84821,5.09456873,,A,2.34,1.117,1.7285
Bodega Head,BH,3,CA,2019,2019,403,124.12,43.63,17.89,34.9688,4633.41583,7.54708864,,A,3.278,1.59,2.434
Bodega Head,BH,3,CA,2019,2019,404,72.95,33.65,11.7,8.3371,2045.21471,4.07639353,,A,1.833,0.996,1.4145
Bodega Head,BH,3,CA,2019,2019,405,83.16,38.15,14.57,11.042,2666.06668,4.14168186,,A,2.011,1.35,1.6805
Bodega Head,BH,3,CA,2019,2019,406,119.89,41.72,24.16,52.3366,4588.04932,11.4071572,,A,6.434,1.968,4.201
Bodega Head,BH,3,CA,2019,2019,407,70.34,28.94,10.46,6.673,1736.08598,3.84370364,,A,1.565,1.073,1.319
Bodega Head,BH,3,CA,2019,2019,408,77.96,34.31,12.85,9.3759,2266.04778,4.13755618,,A,2.014,0.967,1.4905
Bodega Head,BH,3,CA,2019,2019,409,69.41,31.63,11.46,8.1082,1833.43523,4.42240876,,A,1.725,1.2,1.4625
Bodega Head,BH,3,CA,2019,2019,410,89.76,37.52,15.32,19.5346,2890.46112,6.75829883,,A,3.175,1.885,2.53
Bodega Head,BH,3,CA,2019,2019,411,55.95,26.56,9.01,3.8502,1235.93144,3.11522133,,A,1.231,0.72,0.9755
Bodega Head,BH,3,CA,2019,2019,412,54.82,26.43,9.81,4.1965,1223.87656,3.42885886,,A,1.457,0.713,1.085
Bodega Head,BH,3,CA,2019,2019,413,95.84,36.88,17.82,22.8763,3106.8152,7.36326382,,A,3.576,1.315,2.4455
Bodega Head,BH,3,CA,2019,2019,414,75.96,31.37,13.79,9.9076,2060.68846,4.80790773,,A,2.187,0.921,1.554
Bodega Head,BH,3,CA,2019,2019,415,106.87,46.42,18.07,21.6447,4217.83162,5.13171267,,A,1.79,1.17,1.48
Bodega Head,BH,3,CA,2019,2019,416,89.74,35.67,17.15,15.5246,2840.43114,5.46557873,,A,1.996,1.059,1.5275
Bodega Head,BH,3,CA,2019,2019,417,67.03,28.26,12.28,7.0338,1637.16287,4.29633491,,A,1.663,1.106,1.3845
Bodega Head,BH,3,CA,2019,2019,418,78.91,36.96,14.74,14.6158,2463.61623,5.93266102,,A,3.047,1.327,2.187
Bodega Head,BH,3,CA,2019,2019,419,58.38,27.82,9.43,4.4515,1348.00533,3.30228664,,A,1.537,0.904,1.2205
Bodega Head,BH,3,CA,2019,2019,420,70.45,28.81,12.38,7.9092,1768.04649,4.47341179,,A,1.992,1.056,1.524
Bodega Head,BH,3,CA,2019,2019,421,88.53,35.71,15.5,14.1967,2721.89154,5.21574788,,A,2.278,1.127,1.7025
Bodega Head,BH,3,CA,2019,2019,422,57.21,27.21,10.28,4.6446,1309.15977,3.54777172,,A,1.39,0.824,1.107
Bodega Head,BH,3,CA,2019,2019,423,72.21,31.42,12.91,8.3769,1932.80428,4.33406531,,A,1.612,0.8,1.206
Bodega Head,BH,3,CA,2019,2019,424,49.61,21.98,8.79,3.0099,927.406616,3.24550197,,A,1.596,0.796,1.196
Bodega Head,BH,3,CA,2019,2019,425,69.58,31.94,11.94,8.5659,1875.60814,4.56699872,,A,1.42,1.001,1.2105
Bodega Head,BH,3,CA,2019,2019,426,103.7,41.61,16.92,21.5451,3686.78556,5.84387121,,A,2.568,1.313,1.9405
Bodega Head,BH,3,CA,2019,2019,427,51.29,24.72,8.15,3.4434,1051.22741,3.27559953,,A,1.612,0.96,1.286
Bodega Head,BH,3,CA,2019,2019,428,60.84,28.52,11.3,5.943,1479.35437,4.01729304,,A,1.473,0.808,1.1405
Bodega Head,BH,3,CA,2019,2019,429,67.03,29.92,12.63,7.5466,1709.96318,4.4133114,,A,1.847,0.988,1.4175
Bodega Head,BH,3,CA,2019,2019,430,83.54,38.08,15.31,14.1815,2710.41642,5.23222184,,A,2.375,1.271,1.823
Bodega Head,BH,3,CA,2019,2019,431,54.7,26.43,8.99,3.6126,1206.86476,2.99337599,,A,1.501,0.725,1.113
Bodega Head,BH,3,CA,2019,2019,432,72,29.26,12.79,9.2531,1807.26979,5.11993287,,A,2.191,1.261,1.726
Bodega Head,BH,3,CA,2019,2019,433,57.07,24.86,9.36,4.1098,1181.21442,3.47930057,,A,1.277,0.713,0.995
Bodega Head,BH,3,CA,2019,2019,434,126.93,48.74,18.43,32.5619,5178.89374,6.28742385,,A,2.236,1.496,1.866
Bodega Head,BH,3,CA,2019,2019,435,51.63,25.3,9.2,3.424,1096.12196,3.12373998,,A,1.14,0.783,0.9615
Bodega Head,BH,3,CA,2019,2019,436,84.78,36.35,13.55,11.6494,2576.28177,4.52178799,,A,1.679,0.968,1.3235
Bodega Head,BH,3,CA,2019,2019,437,65.01,28.88,11.6,6.2838,1582.39259,3.97107522,,A,1.549,1.031,1.29
Bodega Head,BH,3,CA,2019,2019,438,78.84,32.99,13.07,9.9557,2221.38599,4.48175149,,A,1.786,1.185,1.4855
Bodega Head,BH,3,CA,2019,2019,439,59.73,27.69,11.54,6.0952,1420.59477,4.29059723,,A,1.984,1.013,1.4985
Bodega Head,BH,3,CA,2019,2019,440,73.33,33.81,13.77,9.8946,2105.39722,4.69963573,,A,2.401,0.947,1.674
Bodega Head,BH,3,CA,2019,2019,441,62.55,26.04,10.12,5.2435,1381.4271,3.79571241,,A,1.607,0.924,1.2655
Bodega Head,BH,3,CA,2019,2019,442,69.72,32.75,12.49,7.677,1927.61278,3.98264635,,A,1.32,0.866,1.093
Bodega Head,BH,3,CA,2019,2019,443,60.47,26.03,11.93,7.5512,1357.1015,5.56421168,,A,2.287,1.201,1.744
Bodega Head,BH,3,CA,2019,2019,444,58.65,25.63,8.95,3.5032,1262.25483,2.77535084,,A,1.248,0.698,0.973
Bodega Head,BH,3,CA,2019,2019,445,92.12,40.4,15.26,20.482,3108.97766,6.58801774,,A,3.413,1.883,2.648
Bodega Head,BH,3,CA,2019,2019,446,61.88,26.54,10.1,5.4292,1374.76183,3.94919315,,A,1.894,1.168,1.531
Bodega Head,BH,3,CA,2019,2019,447,82.58,31.08,12.97,11.0746,2186.19562,5.0656949,,A,1.923,1.101,1.512
Bodega Head,BH,3,CA,2019,2019,448,86.99,37.24,15.51,15.1209,2754.87905,5.48877091,,A,2.423,1.343,1.883
Bodega Head,BH,3,CA,2019,2019,449,68.52,32.61,12.55,9.495,1907.25306,4.97836403,,A,2.553,1.223,1.888
Bodega Head,BH,3,CA,2019,2019,450,93.07,39.92,15.35,15.6961,3136.2209,5.0047814,,A,2.34,1.04,1.69
Bodega Head,BH,3,CA,2019,2019,451,49.66,22.93,8.42,3.0883,956.210783,3.22972723,,A,1.643,0.946,1.2945
Bodega Head,BH,3,CA,2019,2019,452,66.86,29.16,10.56,6.0683,1638.70035,3.70311754,,A,1.357,0.853,1.105
Bodega Head,BH,3,CA,2019,2019,453,70.06,30.56,12.74,8.9221,1812.73541,4.92189866,,A,1.95,1.034,1.492
Bodega Head,BH,3,CA,2019,2019,454,103.27,43.36,15.44,18.4202,3750.68785,4.9111525,,A,2.441,1.255,1.848
Bodega Head,BH,3,CA,2019,2019,455,55.4,25.12,9.3,4.1307,1165.91983,3.54286797,,A,1.45,0.947,1.1985
Bodega Head,BH,3,CA,2019,2019,456,64.28,31.13,11.5,7.7661,1670.142,4.6499639,,A,2.447,1.081,1.764
Bodega Head,BH,3,CA,2019,2019,457,90.38,38.58,16.61,18.4398,2992.37636,6.16225961,,A,2.973,1.531,2.252
Bodega Head,BH,3,CA,2019,2019,458,65.25,29.68,11.65,7.4975,1635.29361,4.58480359,,A,1.69,0.978,1.334
Bodega Head,BH,3,CA,2019,2019,459,55.8,24.66,9.54,3.9332,1163.28837,3.38110489,,A,1.284,0.885,1.0845
Bodega Head,BH,3,CA,2019,2019,460,97.12,38.17,16.05,17.3776,3170.83356,5.48045165,,A,2.388,0.989,1.6885
Bodega Head,BH,3,CA,2019,2019,461,55.26,25.41,10.18,4.1932,1195.56895,3.50728412,,A,1.779,0.729,1.254
Bodega Head,BH,3,CA,2019,2019,462,63.42,30.67,11.09,7.52,1622.85659,4.63380439,,A,1.914,1.132,1.523
Bodega Head,BH,3,CA,2019,2019,463,78.57,34.09,12.26,10.2864,2237.53595,4.59719988,,A,1.576,0.822,1.199
Bodega Head,BH,3,CA,2019,2019,464,78.88,29.4,17.21,16.8234,2112.38282,7.96418143,,A,3.224,1.446,2.335
Bodega Head,BH,3,CA,2019,2019,465,103.09,43.68,16.43,22.3317,3779.11996,5.90923291,,A,2.453,1.195,1.824
Bodega Head,BH,3,CA,2019,2019,466,125.49,51.86,19.51,44.6566,5470.41578,8.16329175,,A,3.911,2.064,2.9875
Bodega Head,BH,3,CA,2019,2019,467,62.76,26.46,10.95,5.4782,1410.79139,3.88306877,,A,1.424,0.961,1.1925
Bodega Head,BH,3,CA,2019,2019,468,75.08,27.44,15.09,12.8377,1860.50286,6.90012377,,A,2.105,1.525,1.815
Bodega Head,BH,3,CA,2019,2019,469,102.31,41.55,17.69,19.8042,3643.03662,5.43617922,,A,2.503,1.385,1.944
Bodega Head,BH,3,CA,2019,2019,470,64.14,26.64,11.17,6.2712,1469.56165,4.26739498,,A,1.878,1.398,1.638
Bodega Head,BH,3,CA,2019,2019,471,82.11,32.93,12.66,10.156,2274.53955,4.46507955,,A,1.916,0.86,1.388
Bodega Head,BH,3,CA,2019,2019,472,73.13,30.07,12.53,9.6643,1853.01609,5.21544311,,A,2.103,1.106,1.6045
Bodega Head,BH,3,CA,2019,2019,473,108.03,37.65,20.57,29.1433,3650.77954,7.98276086,,A,3.63,1.879,2.7545
Bodega Head,BH,3,CA,2019,2019,474,74.87,32.39,12.09,10.6909,2045.04583,5.2277068,,A,1.867,1.188,1.5275
Bodega Head,BH,3,CA,2019,2019,475,55.33,25.68,9.63,3.8136,1195.15502,3.19088314,,A,1.415,0.965,1.19
Bodega Head,BH,3,CA,2019,2019,476,59.29,27.54,9.79,4.6337,1368.64748,3.38560518,,A,1.342,0.584,0.963
Bodega Head,BH,3,CA,2019,2019,477,72.87,31.28,12.68,8.401,1948.18513,4.31221853,,A,1.887,1.109,1.498
Bodega Head,BH,3,CA,2019,2019,478,64.14,27.22,11.86,6.6855,1509.22294,4.42976303,,A,2.101,1.035,1.568
Bodega Head,BH,3,CA,2019,2019,479,75.82,31.26,14.04,13.0036,2035.49818,6.3884115,,A,2.524,1.417,1.9705
Bodega Head,BH,3,CA,2019,2019,480,97.44,37.72,15.37,18.9706,3169.19361,5.98593911,,A,2.521,0.69,1.6055
Bodega Head,BH,3,CA,2019,2019,481,61.11,27.39,11.11,4.7545,1417.02595,3.3552667,,A,1.418,0.777,1.0975
Bodega Head,BH,3,CA,2019,2019,482,82.99,37.05,16.53,18.2649,2647.77426,6.89820891,,A,3.819,1.61,2.7145
Bodega Head,BH,3,CA,2019,2019,483,80.88,34.41,14.03,13.0862,2370.23961,5.52104519,,A,2.996,1.439,2.2175
Bodega Head,BH,3,CA,2019,2019,484,113.89,46.5,17.56,32.7691,4473.12662,7.32577071,,A,3.138,1.553,2.3455
Bodega Head,BH,3,CA,2019,2019,485,87.85,35.85,14.5,12.3811,2691.96662,4.59927693,,A,2.131,1.067,1.599
Bodega Head,BH,3,CA,2019,2019,486,94.85,37.41,13.55,18.5059,2958.42903,6.25531314,,A,2.588,1.563,2.0755
Bodega Head,BH,3,CA,2019,2019,487,58.83,25.49,9.75,4.5541,1261.4264,3.61027801,,A,1.47,0.907,1.1885
Bodega Head,BH,3,CA,2019,2019,488,85.81,36.03,13.47,11.7181,2584.73346,4.53358157,,A,1.818,0.873,1.3455
Bodega Head,BH,3,CA,2019,2019,489,61.96,29.36,11.83,6.3347,1541.94448,4.10825427,,A,1.706,0.906,1.306
Bodega Head,BH,3,CA,2019,2019,490,81.67,35.34,14.41,15.7169,2447.74838,6.42096228,,A,3.118,1.299,2.2085
