Site,Site Code,Site Num,State,Date,Time,Mussel #,Shell Length,Height,Girth,Shell wt,SA,Shell thk,notes,A vs. P,Max thk 1/3,Min thk 1/3,Ave thk 1/3
Bodega Head,BH,3,CA,2019,2019,491,111.95,40.55,16.91,24.0684,3779.5399,6.36807671,,A,1.971,1.309,1.64
Bodega Head,BH,3,CA,2019,2019,492,102.46,37.08,20.82,33.1944,3452.66926,9.61412678,,A,4.906,1.604,3.255
Bodega Head,BH,3,CA,2019,2019,493,54.32,24.2,9.75,4.428,1109.89316,3.98957319,,A,1.636,1.005,1.3205
Bodega Head,BH,3,CA,2019,2019,494,75.69,32.78,14.7,11.7164,2135.0275,5.48770449,,A,2.562,1.102,1.832
Bodega Head,BH,3,CA,2019,2019,495,107.21,44.16,19.54,27.0082,4148.28478,6.51069091,,A,2.843,1.725,2.284
Bodega Head,BH,3,CA,2019,2019,496,54.69,26.94,9.58,4.7052,1220.38173,3.85551494,,A,1.939,0.963,1.451
Bodega Head,BH,3,CA,2019,2019,497,79.87,33.11,13.73,9.2083,2243.05146,4.1052558,,A,1.831,0.921,1.376
Bodega Head,BH,3,CA,2019,2019,498,76.03,34.84,11.94,10.0873,2206.83527,4.57093474,,A,2.234,0.918,1.576
Bodega Head,BH,3,CA,2019,2019,499,101.86,42.21,14.82,15.3741,3645.18401,4.21764716,,A,1.94,0.591,1.2655
Bodega Head,BH,3,CA,2019,2019,500,65.62,30.31,11.3,7.0297,1673.72218,4.20003993,,A,1.812,1.027,1.4195
Bodega Head,BH,3,CA,2019,2019,501,86.88,37.7,15.43,14.4722,2795.93781,5.17615233,,A,2.529,1.053,1.791
Bodega Head,BH,3,CA,2019,2019,502,110.56,41.6,17.47,25.2357,3933.53814,6.41552187,,A,3.144,1.119,2.1315
Strawberry Hill,SH,7,OR,2019,2019,503,66.99,30.37,9.53,6.6653,1687.25462,3.95038183,,A,2.039,1.261,1.65
Strawberry Hill,SH,7,OR,2019,2019,504,67.58,34.02,12.08,7.8588,1929.14046,4.07373136,,A,2.37,1.065,1.7175
Strawberry Hill,SH,7,OR,2019,2019,505,87.65,37.68,15.45,16.6625,2822.92168,5.90257254,,A,2.799,1.855,2.327
Strawberry Hill,SH,7,OR,2019,2019,506,49.62,24.66,7.47,2.7667,1005.31207,2.75208074,,A,1.472,0.858,1.165
Strawberry Hill,SH,7,OR,2019,2019,507,55.38,26.29,9.63,4.2864,1222.93836,3.50500085,,A,1.8,1.072,1.436
Strawberry Hill,SH,7,OR,2019,2019,508,74.5,33.34,10.93,9.2266,2061.2326,4.47625368,,A,1.931,1.287,1.609
Strawberry Hill,SH,7,OR,2019,2019,509,88.16,38.45,16.57,18.2772,2906.41692,6.28856785,,A,3.331,1.742,2.5365
Strawberry Hill,SH,7,OR,2019,2019,510,71.44,31.15,11.89,10.0243,1866.03499,5.3719786,,A,2.523,1.32,1.9215
Strawberry Hill,SH,7,OR,2019,2019,511,84.44,38.48,10.48,12.7541,2642.11349,4.82723397,,A,2.34,1.129,1.7345
Strawberry Hill,SH,7,OR,2019,2019,512,89.56,40.19,15.06,15.3391,3021.27737,5.07702475,,A,1.901,1.218,1.5595
Strawberry Hill,SH,7,OR,2019,2019,513,109.43,45.46,19.23,24.0518,4267.65947,5.63582923,,A,2.662,1.289,1.9755
Strawberry Hill,SH,7,OR,2019,2019,514,51.69,25.63,9.88,4.0766,1112.01851,3.66594618,,A,1.931,1.357,1.644
Strawberry Hill,SH,7,OR,2019,2019,515,75.2,35.07,15.15,13.1726,2253.12743,5.84636262,,A,2.381,1.341,1.861
Strawberry Hill,SH,7,OR,2019,2019,516,81.98,36.84,12.77,13.2782,2549.02856,5.20912171,,A,2.292,1.49,1.891
Strawberry Hill,SH,7,OR,2019,2019,517,60.86,27.21,7.48,4.8571,1369.34822,3.54701597,,A,1.515,0.954,1.2345
Strawberry Hill,SH,7,OR,2019,2019,518,73.04,33.89,12.18,9.7154,2066.3757,4.70166194,,A,2.289,1.241,1.765
Strawberry Hill,SH,7,OR,2019,2019,519,86.98,38.77,14.2,14.5648,2863.86026,5.085723,,A,2.628,1.236,1.932
Strawberry Hill,SH,7,OR,2019,2019,520,54.21,26.01,8.63,4.3672,1169.51853,3.73418623,,A,1.957,1.126,1.5415
Strawberry Hill,SH,7,OR,2019,2019,521,79.38,34.25,11.87,10.4499,2260.23784,4.62336299,,A,2.105,1.073,1.589
Strawberry Hill,SH,7,OR,2019,2019,522,67.71,31.54,11.11,7.1667,1776.33191,4.03455006,,A,1.562,0.904,1.233
Strawberry Hill,SH,7,OR,2019,2019,523,67.44,31.87,10.4,7.0813,1763.54934,4.01536822,,A,1.949,0.998,1.4735
Strawberry Hill,SH,7,OR,2019,2019,524,104.93,43.64,17.19,26.774,3859.3421,6.93745186,,A,3.864,1.545,2.7045
Strawberry Hill,SH,7,OR,2019,2019,525,52.62,26.21,9.54,3.8261,1150.41324,3.32584838,,A,1.36,1.029,1.1945
Strawberry Hill,SH,7,OR,2019,2019,526,65.18,33.24,13.65,9.4553,1841.49497,5.13457825,,A,2.386,1.665,2.0255
Strawberry Hill,SH,7,OR,2019,2019,527,84.8,42.68,12.39,14.3014,2967.65367,4.81909333,,A,2.479,1.223,1.851
Strawberry Hill,SH,7,OR,2019,2019,528,69.86,30.82,11.65,7.3647,1815.81314,4.05586887,,A,1.954,1.172,1.563
Strawberry Hill,SH,7,OR,2019,2019,529,79.88,39.54,15.15,13.9694,2687.00559,5.19887269,,A,3.071,1.271,2.171
Strawberry Hill,SH,7,OR,2019,2019,530,96.92,40.23,15.28,18.1888,3254.93814,5.58806318,,A,2.647,1.153,1.9
Strawberry Hill,SH,7,OR,2019,2019,531,79.59,35.54,14.17,13.2988,2377.49306,5.59362306,,A,2.661,1.315,1.988
Strawberry Hill,SH,7,OR,2019,2019,532,70.36,32.89,10.14,8.0447,1911.73227,4.20806833,,A,1.964,1.261,1.6125
Strawberry Hill,SH,7,OR,2019,2019,533,72.31,33.92,10.85,9.0198,2023.26544,4.45804085,,A,2.08,1.19,1.635
Strawberry Hill,SH,7,OR,2019,2019,534,94.06,39.3,15.83,19.0172,3125.63719,6.08426342,,A,3.105,1.53,2.3175
Strawberry Hill,SH,7,OR,2019,2019,535,64.26,32.18,10.63,7.6682,1728.31221,4.4368141,,A,2.363,1.13,1.7465
Strawberry Hill,SH,7,OR,2019,2019,536,69.65,31.96,11.14,7.6139,1856.28253,4.10169242,,A,1.635,1.05,1.3425
Strawberry Hill,SH,7,OR,2019,2019,537,88.32,40.28,13.94,16.3905,2997.02191,5.46892899,,A,3.063,1.762,2.4125
Strawberry Hill,SH,7,OR,2019,2019,538,123.44,60.32,22.64,39.5067,6348.83117,6.22267296,,A,2.553,1.301,1.927
Strawberry Hill,SH,7,OR,2019,2019,539,52.69,25.94,8.91,4.1415,1137.7651,3.64003079,,A,1.697,1.075,1.386
Strawberry Hill,SH,7,OR,2019,2019,540,61.46,28.24,10.06,6.264,1448.41937,4.32471431,,A,2.479,1.3,1.8895
Strawberry Hill,SH,7,OR,2019,2019,541,69.83,34.28,12.37,9.8454,2038.57369,4.82955315,,A,2.431,1.105,1.768
Strawberry Hill,SH,7,OR,2019,2019,542,91.42,42.27,15.3,17.5665,3251.9696,5.40180326,,A,3.079,1.603,2.341
Strawberry Hill,SH,7,OR,2019,2019,543,56.51,28.51,7.96,3.7807,1318.99846,2.86634149,,A,1.469,0.948,1.2085
Strawberry Hill,SH,7,OR,2019,2019,544,66.19,34.43,10.75,7.7851,1868.50566,4.16648457,,A,2.058,1.106,1.582
Strawberry Hill,SH,7,OR,2019,2019,545,101.68,44.95,17.78,24.633,3852.97148,6.39324743,,A,3.407,1.694,2.5505
Strawberry Hill,SH,7,OR,2019,2019,546,55.01,27.24,9.24,4.0273,1240.18064,3.24734953,,A,2.036,1.095,1.5655
Strawberry Hill,SH,7,OR,2019,2019,547,69.87,33.55,11.98,8.7667,1960.64366,4.47133774,,A,2.339,1.368,1.8535
Strawberry Hill,SH,7,OR,2019,2019,548,85.68,40.46,14.77,14.629,2916.95863,5.01515512,,A,2.498,1.329,1.9135
Strawberry Hill,SH,7,OR,2019,2019,549,105.36,47.15,17.64,25.1651,4159.87597,6.04948325,,A,2.852,0.968,1.91
Strawberry Hill,SH,7,OR,2019,2019,550,55.28,29.13,9.25,4.3,1326.93684,3.24054611,,A,1.845,1.081,1.463
Strawberry Hill,SH,7,OR,2019,2019,551,84.65,40.52,14.85,14.1041,2872.15729,4.9106294,,A,3.075,1.36,2.2175
Strawberry Hill,SH,7,OR,2019,2019,552,112.58,44.58,15.95,29.1194,4253.50154,6.84598318,,A,3.513,1.484,2.4985
Strawberry Hill,SH,7,OR,2019,2019,553,52.11,26.58,7.93,3.7644,1136.21515,3.31310491,,A,1.814,1.068,1.441
Strawberry Hill,SH,7,OR,2019,2019,554,66.82,33.58,10.04,8.4573,1860.83194,4.54490264,,A,2.582,1.647,2.1145
Strawberry Hill,SH,7,OR,2019,2019,555,74.14,33.73,10.82,8.6232,2091.8982,4.12218913,,A,2.043,0.935,1.489
Strawberry Hill,SH,7,OR,2019,2019,556,109.72,46.77,17.95,26.0281,4292.26915,6.06394871,,A,1.326,2.573,1.9495
Strawberry Hill,SH,7,OR,2019,2019,557,62.28,31.97,9.99,6.2231,1629.32996,3.81942281,,A,1.851,1.169,1.51
Strawberry Hill,SH,7,OR,2019,2019,558,103.1,45.46,20.23,24.3391,4042.84182,6.0202949,,A,3.093,1.399,2.246
Strawberry Hill,SH,7,OR,2019,2019,559,136.32,53.29,24.05,56.2818,6235.5021,9.02602534,,A,3.647,2.625,3.136
Strawberry Hill,SH,7,OR,2019,2019,560,68.99,32.51,14.32,9.638,1956.65125,4.92576284,,A,2.473,1.352,1.9125
Strawberry Hill,SH,7,OR,2019,2019,561,71.6,35.29,12.25,9.0959,2094.40547,4.34295084,,A,2.228,1.166,1.697
Strawberry Hill,SH,7,OR,2019,2019,562,66.74,34.73,10.26,7.0633,1915.20151,3.68801924,,A,1.63,1.115,1.3725
Strawberry Hill,SH,7,OR,2019,2019,563,72.92,34.78,14.26,11.6974,2188.64228,5.34459198,,A,2.709,1.41,2.0595
Strawberry Hill,SH,7,OR,2019,2019,564,43.41,22.38,8.31,2.0083,817.383486,2.45698627,,A,1.065,0.653,0.859
Strawberry Hill,SH,7,OR,2019,2019,565,55.69,29.3,8.64,3.5776,1340.4841,2.66888656,,A,1.275,0.745,1.01
Strawberry Hill,SH,7,OR,2019,2019,566,77.69,36.01,12.41,11.2755,2334.40216,4.83014461,,A,2.245,1.095,1.67
Strawberry Hill,SH,7,OR,2019,2019,567,93.82,40.46,17.77,21.0651,3290.17104,6.40243312,,A,3.374,1.488,2.431
Strawberry Hill,SH,7,OR,2019,2019,568,105.99,49.81,19.02,25.2498,4455.17701,5.66751892,,A,2.551,1.17,1.8605
Strawberry Hill,SH,7,OR,2019,2019,569,67.23,30.6,8.24,6.7548,1657.75304,4.07467207,,A,2.087,1.1,1.5935
Strawberry Hill,SH,7,OR,2019,2019,570,75.12,33.23,12.38,12.1552,2100.16869,5.78772554,,A,2.691,1.649,2.17
Strawberry Hill,SH,7,OR,2019,2019,571,80.66,34.95,13.09,10.4781,2365.42896,4.42968281,,A,2.039,1.172,1.6055
Strawberry Hill,SH,7,OR,2019,2019,572,49.74,25.67,8.56,3.2372,1064.64829,3.04062857,,A,1.168,0.86,1.014
Strawberry Hill,SH,7,OR,2019,2019,573,82.59,38.61,13.53,12.3664,2693.99295,4.59036094,,A,2.177,1.115,1.646
Strawberry Hill,SH,7,OR,2019,2019,574,93.29,40.09,12.06,15.4494,3050.09447,5.06522016,,A,2.464,1.454,1.959
Strawberry Hill,SH,7,OR,2019,2019,575,100.72,40.42,17.78,26.6612,3563.14616,7.48248846,,A,4.292,2.207,3.2495
Strawberry Hill,SH,7,OR,2019,2019,576,71.48,32.77,13.07,9.851,1983.00722,4.96770758,,A,2.401,1.2,1.8005
Strawberry Hill,SH,7,OR,2019,2019,577,70.38,36.12,13.73,13.7318,2124.04133,6.46494012,,A,4.308,1.695,3.0015
Strawberry Hill,SH,7,OR,2019,2019,578,89.99,37.79,13.45,14.424,2860.74376,5.04204543,,A,2.567,1.332,1.9495
Strawberry Hill,SH,7,OR,2019,2019,579,88.62,35.44,15.43,15.7073,2689.27935,5.84070971,,A,3.158,1.551,2.3545
Strawberry Hill,SH,7,OR,2019,2019,580,109.96,50.6,17.74,28.3126,4608.79306,6.14317016,,A,3.092,1.421,2.2565
Strawberry Hill,SH,7,OR,2019,2019,581,55.54,25.05,11.22,6.12,1196.67285,5.11417972,,A,2.956,1.62,2.288
Strawberry Hill,SH,7,OR,2019,2019,582,70.62,33.64,10.49,6.9422,1974.06313,3.51670618,,A,1.656,0.987,1.3215
Strawberry Hill,SH,7,OR,2019,2019,583,80.26,36.96,13.25,10.8343,2490.78605,4.34975136,,A,2.455,1.271,1.863
Strawberry Hill,SH,7,OR,2019,2019,584,111.34,49.65,17.99,27.7206,4605.5892,6.01890416,,A,2.402,1.469,1.9355
Strawberry Hill,SH,7,OR,2019,2019,585,59.77,27.53,9.9,5.3736,1383.18915,3.88493503,,A,1.509,1.061,1.285
Strawberry Hill,SH,7,OR,2019,2019,586,51.66,25.61,9.13,3.8714,1109.47969,3.48938338,,A,1.729,0.942,1.3355
Strawberry Hill,SH,7,OR,2019,2019,587,67.73,31.49,9.12,7.3073,1727.53255,4.22990582,,A,2.064,1.202,1.633
Strawberry Hill,SH,7,OR,2019,2019,588,54.56,27.65,8.38,3.9188,1245.44356,3.14650951,,A,1.813,1.336,1.5745
Strawberry Hill,SH,7,OR,2019,2019,589,69.34,34.31,11.12,7.5469,1963.66956,3.84326373,,A,1.505,0.858,1.1815
Strawberry Hill,SH,7,OR,2019,2019,590,77.19,38.39,14.56,12.3074,2474.34926,4.97399465,,A,3.033,1.332,2.1825
Strawberry Hill,SH,7,OR,2019,2019,591,48.06,24.91,7.2,2.7523,975.376946,2.82178086,,A,1.455,0.687,1.071
Strawberry Hill,SH,7,OR,2019,2019,592,66.2,29.34,11.84,7.5543,1649.34947,4.58016943,,A,2.27,1.189,1.7295
Strawberry Hill,SH,7,OR,2019,2019,593,86.26,41.84,17.96,15.3557,3093.0871,4.96452234,,A,2.282,1.454,1.868
Strawberry Hill,SH,7,OR,2019,2019,594,63.77,30.18,9.05,6.3415,1595.7552,3.97398047,,A,1.68,1.185,1.4325
Strawberry Hill,SH,7,OR,2019,2019,595,70.24,33.64,11.1,9.5814,1959.09407,4.89072992,,A,2.013,1.185,1.599
Strawberry Hill,SH,7,OR,2019,2019,596,96.35,40.83,17.38,21.4897,3385.9214,6.34678052,,A,3.107,1.133,2.12
Strawberry Hill,SH,7,OR,2019,2019,597,60.18,31.47,9.87,5.2494,1586.00633,3.30982286,,A,1.671,0.948,1.3095
Strawberry Hill,SH,7,OR,2019,2019,598,78.9,36.31,13.58,12.3838,2414.77098,5.12835382,,A,3.075,1.406,2.2405
Strawberry Hill,SH,7,OR,2019,2019,599,97.26,42.31,15.21,20.7101,3446.59434,6.00885916,,A,2.855,1.469,2.162
Strawberry Hill,SH,7,OR,2019,2019,600,63.97,32.84,12.5,9.3111,1772.6825,5.25254804,,A,3.112,1.58,2.346
Strawberry Hill,SH,7,OR,2019,2019,601,47.57,22.19,7.59,2.4066,865.276088,2.7813088,,A,1.361,0.886,1.1235
Strawberry Hill,SH,7,OR,2019,2019,602,58.09,29.38,10.24,5.0099,1426.9514,3.51091145,,A,1.802,1.014,1.408
Strawberry Hill,SH,7,OR,2019,2019,603,110.89,47.28,16.16,24.5687,4352.414,5.64484444,,A,3.161,1.67,2.4155
Strawberry Hill,SH,7,OR,2019,2019,604,118.71,53.31,18.37,34.6954,5365.57713,6.46629415,,A,2.983,1.835,2.409
Strawberry Hill,SH,7,OR,2019,2019,605,87.69,40.64,14.42,16.8596,2987.58737,5.64321573,,A,2.359,1.341,1.85
Strawberry Hill,SH,7,OR,2019,2019,606,122.67,56.31,21.05,46.6265,5768.74816,8.08260279,,A,3.788,1.842,2.815
Strawberry Hill,SH,7,OR,2019,2019,607,48.76,24.37,6.98,2.9747,985.063653,3.01980485,,A,1.549,1.083,1.316
Strawberry Hill,SH,7,OR,2019,2019,608,71.34,30.02,12.16,10.8374,1816.86909,5.96487663,,A,3.495,1.435,2.465
Strawberry Hill,SH,7,OR,2019,2019,609,93.22,46.38,14.42,17.7878,3627.40059,4.90373191,,A,2.139,0.929,1.534
Strawberry Hill,SH,7,OR,2019,2019,610,120.2,51.73,18.03,32.3225,5199.25438,6.21675679,,A,2.304,1.1,1.702
Fogarty Creek,FC,8,OR,2019,2019,611,59.55,27.46,9.93,4.5833,1353.02647,3.38744296,,A,1.458,0.915,1.1865
Fogarty Creek,FC,8,OR,2019,2019,612,63.16,30.22,11.42,6.239,1600.73326,3.89758879,,A,1.52,1.092,1.306
Fogarty Creek,FC,8,OR,2019,2019,613,77.13,33.5,11.8,8.2564,2158.34953,3.82533036,,A,1.502,0.94,1.221
Fogarty Creek,FC,8,OR,2019,2019,614,85.22,36.85,12.34,10.4676,2610.25689,4.01018001,,A,1.878,0.947,1.4125
Fogarty Creek,FC,8,OR,2019,2019,615,112.77,43.72,18.86,29.9882,4200.78815,7.138708,,A,2.642,1.719,2.1805
Fogarty Creek,FC,8,OR,2019,2019,616,54.77,26.7,9.37,4.179,1216.94468,3.43400984,,A,1.277,0.942,1.1095
Fogarty Creek,FC,8,OR,2019,2019,617,64.2,29.3,9.49,5.0948,1556.28892,3.27368519,,A,1.357,0.862,1.1095
Fogarty Creek,FC,8,OR,2019,2019,618,73.13,32.84,11.68,8.0102,1998.15255,4.00880304,,A,1.777,1.101,1.439
Fogarty Creek,FC,8,OR,2019,2019,619,110.86,45.95,18.75,28.7236,4373.80719,6.56718477,,A,1.542,0.959,1.2505
Fogarty Creek,FC,8,OR,2019,2019,620,59.68,29.67,10.94,5.5354,1477.91773,3.74540469,,A,1.604,1.306,1.455
Fogarty Creek,FC,8,OR,2019,2019,621,67.48,30.6,9.85,5.9644,1709.26563,3.48945178,,A,1.515,1.069,1.292
Fogarty Creek,FC,8,OR,2019,2019,622,54.32,25.77,7.88,3.5474,1161.55636,3.05400592,,A,1.204,0.813,1.0085
Fogarty Creek,FC,8,OR,2019,2019,623,54.35,27.69,10.04,4.3096,1261.34201,3.41667839,,A,1.483,0.73,1.1065
Fogarty Creek,FC,8,OR,2019,2019,624,86.32,39.56,13.8,12.5125,2834.25868,4.41473465,,A,1.875,1.234,1.5545
Fogarty Creek,FC,8,OR,2019,2019,625,94.31,44.34,15.18,16.9503,3512.47355,4.82574452,,A,2.259,1.173,1.716
Fogarty Creek,FC,8,OR,2019,2019,626,63.99,29.61,10.84,6.1494,1581.3675,3.88865967,,A,1.659,0.857,1.258
Fogarty Creek,FC,8,OR,2019,2019,627,55.92,25.63,8.95,4.0014,1191.48467,3.35833109,,A,1.518,0.93,1.224
Fogarty Creek,FC,8,OR,2019,2019,628,58.6,25.12,8.69,4.1937,1229.89797,3.40979505,,A,1.89,1.08,1.485
Fogarty Creek,FC,8,OR,2019,2019,629,80.41,36.72,13.85,13.4524,2493.20998,5.39561453,,A,3.045,1.767,2.406
Fogarty Creek,FC,8,OR,2019,2019,630,83.33,36.49,11.03,9.9802,2503.28162,3.98684668,,A,1.785,0.856,1.3205
Fogarty Creek,FC,8,OR,2019,2019,631,56.65,30.4,10.04,5.2528,1424.49217,3.68748955,,A,1.561,0.951,1.256
Fogarty Creek,FC,8,OR,2019,2019,632,60.83,29.45,10.59,4.933,1507.11248,3.27314654,,A,1.449,1.038,1.2435
Fogarty Creek,FC,8,OR,2019,2019,633,77.03,35.61,10.82,9.2177,2272.7636,4.05572317,,A,1.595,1.111,1.353
Fogarty Creek,FC,8,OR,2019,2019,634,56.87,28.12,10.05,5.0631,1323.99073,3.82412043,,A,1.589,1.034,1.3115
Fogarty Creek,FC,8,OR,2019,2019,635,74.76,33.77,11.62,8.8895,2096.65389,4.23985096,,A,1.951,0.914,1.4325
Fogarty Creek,FC,8,OR,2019,2019,636,113.97,47.91,19.26,25.3291,4587.25824,5.52162069,,A,2.078,1.358,1.718
Fogarty Creek,FC,8,OR,2019,2019,637,56.61,29.14,9.05,4.4075,1350.43893,3.26375366,,A,1.593,0.842,1.2175
Fogarty Creek,FC,8,OR,2019,2019,638,61.08,30.93,11.19,6.2158,1579.75047,3.93467204,,A,1.404,1.02,1.212
Fogarty Creek,FC,8,OR,2019,2019,639,72.93,33.8,10.32,7.1883,2019.91464,3.55871474,,A,1.421,1.097,1.259
Fogarty Creek,FC,8,OR,2019,2019,640,57.26,28.93,11.28,5.4941,1404.8501,3.91080871,,A,1.385,1.02,1.2025
Fogarty Creek,FC,8,OR,2019,2019,641,79.01,32.08,11.87,9.8465,2115.22423,4.65506203,,A,1.626,1.04,1.333
Fogarty Creek,FC,8,OR,2019,2019,642,99.01,42.21,17.07,19.2124,3541.36015,5.42514717,,A,2.349,1.131,1.74
Fogarty Creek,FC,8,OR,2019,2019,644,107.48,45.91,16.97,20.7056,4190.73647,4.9408022,,A,2.244,1.131,1.6875
Fogarty Creek,FC,8,OR,2019,2019,645,50.37,26.01,8.14,3.4174,1078.6264,3.16828886,,A,1.326,0.798,1.062
Fogarty Creek,FC,8,OR,2019,2019,646,64.93,30.18,10.35,6.4173,1616.86935,3.96896632,,A,2.098,1.143,1.6205
Fogarty Creek,FC,8,OR,2019,2019,647,72.49,32.61,10.16,7.8205,1950.35617,4.00978042,,A,1.55,0.903,1.2265
Fogarty Creek,FC,8,OR,2019,2019,648,84.31,35.72,12.89,10.9987,2515.06208,4.37313261,,A,1.771,1.208,1.4895
Fogarty Creek,FC,8,OR,2019,2019,649,77.06,33.72,10.29,8.4681,2119.79112,3.9947804,,A,1.949,1.082,1.5155
Fogarty Creek,FC,8,OR,2019,2019,650,94.64,38.82,15.31,15.7929,3115.04722,5.06987499,,A,2.321,1.28,1.8005
Fogarty Creek,FC,8,OR,2019,2019,651,92.66,41.19,15.05,14.9543,3190.03975,4.68780992,,A,1.654,1.14,1.397
Fogarty Creek,FC,8,OR,2019,2019,652,59.21,27.32,9.59,4.5863,1342.28317,3.41679022,,A,1.527,0.858,1.1925
Fogarty Creek,FC,8,OR,2019,2019,653,90.1,38.23,14.44,16.2282,2906.11777,5.58415085,,A,2.559,1.335,1.947
Fogarty Creek,FC,8,OR,2019,2019,654,101.73,41.83,17.34,18.0699,3672.23485,4.92068202,,A,2.058,1.3,1.679
Fogarty Creek,FC,8,OR,2019,2019,655,62.37,32.43,11.05,5.5367,1680.67304,3.29433499,,A,1.386,0.973,1.1795
Fogarty Creek,FC,8,OR,2019,2019,656,75.63,32.12,12.44,8.9793,2042.77823,4.39563133,,A,1.905,1.006,1.4555
Fogarty Creek,FC,8,OR,2019,2019,657,101.58,42.42,12.6,17.3093,3554.28232,4.86998455,,A,2.317,1.291,1.804
Fogarty Creek,FC,8,OR,2019,2019,658,58.47,29.32,11.93,6.3761,1460.34019,4.36617444,,A,1.631,1.019,1.325
Fogarty Creek,FC,8,OR,2019,2019,659,81.14,36.71,14.16,11.7874,2471.21482,4.76988075,,A,2.411,1.168,1.7895
Fogarty Creek,FC,8,OR,2019,2019,660,93.02,41.46,17.85,17.144,3356.72833,5.10735405,,A,1.887,1.1092,1.4981
Fogarty Creek,FC,8,OR,2019,2019,661,69.02,32.24,10.76,7.7844,1860.16059,4.18479997,,A,2.222,1.1,1.661
Fogarty Creek,FC,8,OR,2019,2019,662,83.03,37.66,14.04,11.9718,2641.11053,4.53286595,,A,2.123,1.149,1.636
Fogarty Creek,FC,8,OR,2019,2019,663,89.94,42.18,16.64,15.8388,3205.72253,4.94078943,,A,2.213,1.176,1.6945
Fogarty Creek,FC,8,OR,2019,2019,664,62.38,31.36,10.97,6.254,1626.6122,3.84480087,,A,1.507,1.146,1.3265
Fogarty Creek,FC,8,OR,2019,2019,665,69.23,33.86,12.23,9.1282,1976.47479,4.6184247,,A,2.126,1.022,1.574
Fogarty Creek,FC,8,OR,2019,2019,666,105.25,41.78,18.82,28.202,3828.80788,7.36573913,,A,2.97,1.313,2.1415
Fogarty Creek,FC,8,OR,2019,2019,667,65.45,31.08,10.79,6.1423,1691.64073,3.63097193,,A,1.7,0.994,1.347
Fogarty Creek,FC,8,OR,2019,2019,668,76.38,34.58,13.42,10.2569,2226.06747,4.60763214,,A,2.093,1.047,1.57
Fogarty Creek,FC,8,OR,2019,2019,669,86.54,37.56,14.66,15.3313,2758.20834,5.55842711,,A,2.362,1.243,1.8025
Fogarty Creek,FC,8,OR,2019,2019,670,58.05,27.12,9.82,4.9222,1306.84087,3.76648766,,A,1.767,0.946,1.3565
Fogarty Creek,FC,8,OR,2019,2019,671,84.66,37.79,15.3,15.3734,2735.54766,5.61986187,,A,2.242,1.396,1.819
Fogarty Creek,FC,8,OR,2019,2019,672,96.85,44.31,15.64,17.1891,3652.43987,4.70619657,,A,2.085,1.263,1.674
Fogarty Creek,FC,8,OR,2019,2019,673,57.91,28.05,10.53,5.4846,1366.50194,4.01360571,,A,1.735,1.176,1.4555
Fogarty Creek,FC,8,OR,2019,2019,674,73.35,32.9,10.75,7.2888,1997.15345,3.64959437,,A,1.618,0.86,1.239
Fogarty Creek,FC,8,OR,2019,2019,675,78.32,37.77,13.07,10.1026,2457.78212,4.11045385,,A,1.863,1.023,1.443
Fogarty Creek,FC,8,OR,2019,2019,676,104.27,44.45,16.18,21.3239,3903.4122,5.46288706,,A,2.846,1.741,2.2935
Fogarty Creek,FC,8,OR,2019,2019,677,73.85,36.42,13.27,11.1218,2242.98716,4.95847688,,A,1.842,1.293,1.5675
Fogarty Creek,FC,8,OR,2019,2019,678,68.76,34.32,10.51,6.5427,1927.89526,3.39370096,,A,1.46,0.977,1.2185
Fogarty Creek,FC,8,OR,2019,2019,679,92.85,43.72,17.17,20.2702,3410.66455,5.94318195,,A,2.377,1.287,1.832
Fogarty Creek,FC,8,OR,2019,2019,680,58.97,29.6,10.24,5.2644,1452.16857,3.62519898,,A,1.345,1.071,1.208
Fogarty Creek,FC,8,OR,2019,2019,681,74.69,34.98,11.97,10.2738,2165.89544,4.74344228,,A,3.179,1.058,2.1185
Fogarty Creek,FC,8,OR,2019,2019,682,86.56,38.98,14.98,12.6662,2846.95885,4.44902813,,A,2.103,1.23,1.6665
Fogarty Creek,FC,8,OR,2019,2019,683,102.66,44.21,16.34,15.5591,3807.80421,4.0861082,,A,1.801,0.961,1.381
Fogarty Creek,FC,8,OR,2019,2019,684,61.64,28.33,11.57,5.6399,1495.18205,3.77204903,,A,1.703,1.03,1.3665
Fogarty Creek,FC,8,OR,2019,2019,685,63.53,30.57,10.19,5.8759,1606.89365,3.65668256,,A,1.51,0.93,1.22
Fogarty Creek,FC,8,OR,2019,2019,686,89.06,37.81,13.34,13.8965,2805.24491,4.95375643,,A,2.697,1.024,1.8605
Fogarty Creek,FC,8,OR,2019,2019,687,62.06,30.9,10.03,5.1006,1582.25065,3.22363591,,A,1.464,0.83,1.147
Fogarty Creek,FC,8,OR,2019,2019,688,82.73,36.37,11.82,10.1578,2503.66574,4.05717099,,A,1.663,1.253,1.458
Fogarty Creek,FC,8,OR,2019,2019,689,95.53,40.19,16.26,15.9049,3266.80121,4.86864641,,A,2.236,1.293,1.7645
Fogarty Creek,FC,8,OR,2019,2019,690,54.91,25.24,8.91,3.4819,1153.70726,3.01800997,,A,1.365,0.911,1.138
Fogarty Creek,FC,8,OR,2019,2019,691,74.83,32.31,12.33,10.7502,2043.98468,5.25943276,,A,2.302,1.29,1.796
